192,175,19,593
17,81,19,14
244,73,19,44
252,171,19,2823
247,259,19,845
120,81,19,18
3,172,19,2
13,259,19,86
152,64,19,71
185,254,19,4355
24,92,19,17
229,192,19,37
130,192,19,649
65,81,19,33
247,252,19,60
265,53,19,825
49,81,19,32
142,254,19,224
94,81,19,443
192,64,19,123
163,81,19,43
181,92,19,60
241,254,19,3257
229,175,19,23
186,254,19,208
168,259,19,967
56,252,19,295
170,192,19,270
50,171,19,46
130,81,19,70
18,254,19,3152
70,171,19,388
137,81,19,79
141,92,19,150
254,259,19,8832
174,81,19,5185
129,171,19,928
93,254,19,24
198,73,19,32
85,254,19,13
173,252,19,365
141,16,19,32
16,53,19,745
188,81,19,21
185,81,19,3080
264,92,19,40
195,81,19,20
45,254,19,94
231,171,19,168
216,81,19,14
203,254,19,8
140,259,19,451
242,259,19,2764
237,192,19,74
64,252,19,359
171,254,19,22
62,171,19,10
42,252,19,33
231,81,19,120
79,254,19,32
137,73,19,70
131,252,19,248
88,171,19,111
151,81,19,66
95,175,19,658
235,15,19,13
215,175,19,69
173,253,19,14
107,9,19,45
249,175,19,15
177,81,19,24
171,64,19,459
179,9,19,39
135,16,19,925
93,171,19,357
132,64,19,1250
42,92,19,147
127,259,19,709
36,16,19,97
249,171,19,13
88,15,19,11
74,253,19,3
186,81,19,74
22,81,19,6
173,254,19,101
225,53,19,106
19,9,19,76
205,92,19,157
175,175,19,1614
197,171,19,207
168,81,19,915
51,15,19,123
217,254,19,4
48,9,19,53
92,9,19,4184
94,254,19,872
90,254,19,80
75,252,19,77
21,118,19,21
239,259,19,172
192,15,19,198
134,175,19,176
137,252,19,63
72,254,19,36
185,252,19,87
130,92,19,1601
7,9,19,114
78,252,19,175
132,175,19,1444
120,254,19,24
191,175,19,671
213,81,19,1289
81,81,19,8548
113,175,19,30
75,73,19,40
219,92,19,136
25,254,19,32
200,81,19,668
163,9,19,20
197,15,19,42
82,81,19,41
39,254,19,23
129,16,19,365
192,16,19,903
141,15,19,45
162,171,19,157
174,259,19,7380
225,81,19,31
242,81,19,3774
87,259,19,110
82,73,19,601
28,252,19,55
14,23,19,251
15,16,19,2153
240,81,19,1068
131,175,19,674
69,92,19,94
45,175,19,12
90,259,19,52
43,92,19,36
198,15,19,17
56,16,19,362
179,73,19,124
93,259,19,15
234,92,19,143
101,252,19,123
100,15,19,60
95,64,19,191
177,259,19,36
60,254,19,935
16,252,19,2765
209,254,19,42
86,73,19,3
170,64,19,86
60,259,19,445
236,92,19,216
59,254,19,107
71,92,19,28
231,252,19,100
89,175,19,14
101,73,19,60
219,254,19,25
205,259,19,50
92,254,19,153
144,171,19,32
135,252,19,469
45,192,19,70
76,81,19,44
196,92,19,1203
82,252,19,441
132,23,19,207
236,175,19,23
33,53,19,21
215,252,19,80
56,81,19,16
140,171,19,163
244,254,19,1787
43,53,19,14
191,252,19,91
134,254,19,23
196,192,19,516
264,53,19,7
37,53,19,82
193,92,19,232
190,254,19,3
134,81,19,11
107,252,19,63
193,254,19,31
63,254,19,17
36,92,19,142
237,64,19,35
9,15,19,1022
78,73,19,4
170,175,19,110
60,171,19,54
41,92,19,260
162,81,19,121
159,254,19,1043
3,259,19,1619
16,175,19,7762
209,16,19,24
101,64,19,444
49,16,19,21
71,252,19,6
233,64,19,17
218,92,19,74
192,9,19,836
53,9,19,317
20,15,19,13
48,92,19,209
226,171,19,371
260,64,19,27
68,15,19,15
223,254,19,91
49,73,19,9
50,15,19,9
143,254,19,156
247,254,19,1448
45,259,19,44
79,252,19,22
261,259,19,58
171,16,19,2482
188,254,19,34
94,259,19,332
74,53,19,162
48,171,19,76
174,92,19,81
132,9,19,1423
229,171,19,85
79,81,19,12
208,81,19,1828
93,53,19,1044
28,16,19,220
197,259,19,87
127,81,19,298
226,175,19,115
170,9,19,49
252,53,19,4700
191,92,19,189
56,15,19,48
55,92,19,53
261,254,19,45
125,259,19,36
98,92,19,963
14,92,19,41
68,92,19,110
142,81,19,67
231,175,19,53
96,92,19,23
138,259,19,859
90,73,19,9
260,16,19,99
184,81,19,1536
223,252,19,323
28,171,19,192
50,259,19,63
137,53,19,86
151,254,19,213
14,9,19,6
145,73,19,121
92,92,19,14947
10,92,19,174
244,15,19,97
55,81,19,3
175,192,19,736
48,259,19,172
116,252,19,54
94,92,19,23
239,81,19,31
98,9,19,1069
165,171,19,13
1,92,19,236
264,81,19,28
247,192,19,5
121,15,19,371
141,9,19,24
113,259,19,21
4,254,19,64
137,171,19,241
28,192,19,262
91,53,19,10
264,259,19,29
25,175,19,83
252,252,19,4280
26,214,19,156
185,92,19,91
265,15,19,1669
11,252,19,4
228,81,19,16
205,9,19,68
92,81,19,28
141,171,19,46
254,254,19,16865
20,81,19,1223
70,254,19,17
174,64,19,7
228,92,19,119
234,254,19,184
233,254,19,71
147,259,19,239
145,92,19,745
226,92,19,1010
265,254,19,11219
233,81,19,38
225,171,19,31
117,92,19,24
134,15,19,85
28,92,19,388
212,254,19,1191
151,92,19,55
138,92,19,6666
177,16,19,13
102,259,19,40
79,92,19,85
121,9,19,1057
148,171,19,39
64,16,19,831
191,254,19,20
203,192,19,32
137,16,19,68
95,81,19,22
135,92,19,2587
4,92,19,34
161,9,19,145
134,92,19,1134
75,254,19,561
88,254,19,130
213,259,19,988
166,254,19,497
215,15,19,58
159,259,19,590
43,259,19,33
61,171,19,13
39,175,19,3
192,192,19,2011
264,252,19,22
196,53,19,182
170,16,19,116
173,16,19,154
73,254,19,34
248,254,19,747
153,254,19,567
114,252,19,50
184,92,19,30
209,92,19,47
134,64,19,193
114,254,19,41
146,252,19,169
138,192,19,1316
200,259,19,1427
95,171,19,1300
227,252,19,5
141,73,19,37
121,16,19,666
26,254,19,10
246,9,19,33
75,81,19,364
135,23,19,3
166,81,19,112
32,81,19,2935
91,259,19,6
15,252,19,930
136,53,19,10
97,214,19,13
39,81,19,53
163,252,19,40
125,81,19,20
85,259,19,3
132,252,19,1504
112,9,19,12
22,252,19,4
112,92,19,102
226,254,19,87
198,259,19,28
100,259,19,141
67,16,19,9
164,254,19,152
78,259,19,767
17,73,19,28
196,73,19,253
171,15,19,1069
73,175,19,231
167,171,19,84
36,15,19,24
205,175,19,62
47,81,19,725
83,171,19,408
132,192,19,1060
224,92,19,34
9,92,19,2802
252,254,19,40
142,73,19,17
25,171,19,28
43,254,19,37
82,171,19,1226
83,192,19,240
128,254,19,72
43,73,19,18
189,175,19,9
246,259,19,169
215,16,19,53
226,192,19,408
73,192,19,674
215,171,19,122
231,254,19,173
222,254,19,5
92,73,19,14583
116,92,19,120
95,92,19,2525
152,259,19,149
134,192,19,256
82,16,19,343
19,64,19,432
137,15,19,30
71,53,19,27
261,92,19,109
143,81,19,50
56,192,19,1147
121,64,19,154
230,9,19,86
133,171,19,3
25,73,19,7
14,16,19,32
265,64,19,3398
69,73,19,17
116,259,19,232
225,92,19,114
74,254,19,808
82,192,19,1609
140,9,19,64
191,16,19,399
9,192,19,941
232,259,19,17
39,92,19,47
65,9,19,63
250,254,19,1136
242,214,19,1
75,175,19,38
265,9,19,1343
237,259,19,117
121,53,19,290
242,92,19,163
130,73,19,638
134,73,19,168
263,259,19,42
129,15,19,293
164,175,19,26
95,192,19,2254
126,259,19,598
162,259,19,74
215,9,19,34
145,81,19,25
216,259,19,29
81,259,19,8737
161,254,19,210
43,175,19,12
16,171,19,3397
247,81,19,525
173,92,19,1146
116,254,19,271
229,254,19,148
67,81,19,10
217,81,19,5
182,254,19,771
92,53,19,12789
163,92,19,153
197,81,19,20
260,9,19,76
166,64,19,31
129,73,19,424
9,252,19,1348
255,9,19,2
181,175,19,42
112,171,19,64
162,16,19,120
144,92,19,135
95,53,19,618
42,64,19,12
234,171,19,178
196,15,19,91
145,16,19,83
113,254,19,41
259,254,19,8068
50,81,19,38
140,81,19,212
265,252,19,1127
45,81,19,139
264,175,19,9
196,64,19,32
262,81,19,33
90,15,19,58
130,15,19,314
263,81,19,35
218,9,19,35
132,253,19,10
130,254,19,255
32,259,19,1207
65,254,19,129
184,254,19,349
262,73,19,7
230,64,19,19
242,254,19,4987
65,171,19,94
212,259,19,317
117,254,19,7
179,254,19,38
92,64,19,730
188,92,19,36
226,252,19,300
18,81,19,1526
162,73,19,46
223,92,19,826
194,92,19,25
164,171,19,128
265,92,19,3772
224,9,19,3
210,252,19,18
10,252,19,21
226,259,19,50
265,16,19,3650
148,92,19,206
239,254,19,148
232,15,19,6
258,92,19,130
144,175,19,5
155,81,19,2
61,259,19,37
33,259,19,16
70,23,19,16
247,92,19,157
25,81,19,26
145,254,19,86
129,192,19,707
229,252,19,33
93,192,19,857
11,16,19,9
197,92,19,523
107,254,19,105
135,53,19,700
186,252,19,61
93,73,19,292
177,192,19,12
62,81,19,18
116,192,19,33
191,171,19,200
53,53,19,3952
232,254,19,63
129,259,19,47
17,15,19,4
170,171,19,404
171,192,19,1122
65,73,19,22
182,259,19,308
21,175,19,3
258,53,19,104
19,92,19,170
237,15,19,38
76,92,19,112
205,192,19,86
56,53,19,400
137,254,19,457
42,81,19,393
192,73,19,1450
81,92,19,64
53,254,19,53
157,192,19,515
140,73,19,197
139,81,19,8
49,92,19,72
65,259,19,48
17,259,19,38
137,259,19,328
24,171,19,7
23,23,19,10656
98,64,19,275
87,16,19,54
173,192,19,385
63,92,19,66
238,81,19,79
161,175,19,112
173,15,19,89
209,53,19,11
140,254,19,301
186,92,19,334
92,175,19,2247
140,15,19,104
42,259,19,606
249,92,19,43
252,9,19,601
9,73,19,2975
159,81,19,451
246,81,19,59
100,81,19,136
216,254,19,38
225,254,19,38
264,254,19,31
51,254,19,9267
198,92,19,221
93,16,19,249
97,175,19,21
45,15,19,24
138,171,19,2091
208,92,19,114
24,254,19,45
223,253,19,13
60,81,19,661
218,81,19,12
122,192,19,140
218,16,19,48
139,16,19,123
95,252,19,810
48,81,19,64
142,53,19,201
3,175,19,27
16,16,19,14560
198,171,19,97
244,81,19,658
234,192,19,109
202,254,19,6
13,252,19,25
129,23,19,5
37,254,19,146
236,254,19,148
196,171,19,549
157,92,19,410
167,259,19,525
259,92,19,35
170,254,19,229
141,175,19,19
233,259,19,136
100,92,19,148
35,73,19,10
131,16,19,490
74,171,19,36
53,92,19,4846
33,254,19,60
34,92,19,18
259,259,19,13877
148,254,19,40
166,171,19,32
161,171,19,132
141,254,19,111
78,254,19,2265
170,92,19,245
82,9,19,328
3,9,19,5
162,92,19,362
64,175,19,1226
3,254,19,6543
47,254,19,1811
11,214,19,50
232,192,19,13
20,64,19,5
196,16,19,129
141,53,19,34
15,92,19,1383
77,92,19,40
26,92,19,18
47,259,19,1065
138,15,19,1560
195,254,19,22
200,254,19,1938
166,214,19,9
101,92,19,213
162,254,19,183
43,171,19,27
166,259,19,222
244,9,19,41
130,252,19,525
106,92,19,4
258,171,19,102
235,259,19,916
118,118,19,3475
7,171,19,454
54,252,19,1
121,175,19,406
260,259,19,263
20,92,19,80
209,192,19,23
196,254,19,9
246,254,19,182
254,81,19,10167
126,81,19,619
242,172,19,1
220,254,19,2153
147,254,19,545
37,81,19,45
142,175,19,9
140,92,19,658
64,64,19,4816
253,92,19,78
75,214,19,17
15,175,19,463
13,64,19,16
160,16,19,64
144,252,19,76
170,81,19,132
208,259,19,890
19,175,19,427
101,254,19,18
212,81,19,552
166,175,19,75
241,259,19,1482
122,259,19,14
142,214,19,35
73,252,19,511
13,254,19,28
57,253,19,1
265,73,19,920
196,252,19,138
239,15,19,15
74,92,19,259
173,53,19,731
197,254,19,293
141,81,19,47
198,192,19,187
252,15,19,1125
119,81,19,447
193,64,19,4
132,73,19,718
20,259,19,1499
50,254,19,110
138,253,19,39
220,259,19,2013
7,192,19,406
168,92,19,224
3,6,19,1
95,15,19,267
80,192,19,57
161,259,19,382
39,259,19,10
155,259,19,7
174,254,19,13463
112,16,19,31
13,15,19,61
201,192,19,8
223,53,19,525
128,81,19,225
62,92,19,22
88,252,19,20
244,92,19,146
32,53,19,34
260,254,19,256
192,254,19,34
242,171,19,40
230,259,19,344
140,252,19,111
7,81,19,27
64,9,19,316
222,81,19,7
24,259,19,21
71,259,19,16
35,254,19,39
31,259,19,227
254,92,19,208
126,254,19,1079
93,92,19,983
57,92,19,91
137,9,19,74
198,252,19,77
140,16,19,167
77,214,19,13
137,175,19,61
51,259,19,5615
145,252,19,175
231,259,19,180
95,73,19,612
143,192,19,54
136,15,19,12
237,81,19,59
87,254,19,173
138,175,19,1122
107,81,19,36
231,15,19,28
226,64,19,82
205,16,19,190
25,16,19,12
194,81,19,122
131,192,19,333
10,81,19,112
77,81,19,24
237,171,19,102
73,73,19,1462
93,252,19,373
73,92,19,3664
197,252,19,118
36,192,19,133
216,92,19,323
262,171,19,111
262,64,19,11
226,81,19,105
20,254,19,2892
262,259,19,108
129,9,19,163
53,171,19,1970
119,254,19,764
78,81,19,1366
169,259,19,1025
227,254,19,156
229,81,19,38
259,81,19,5670
138,252,19,2277
88,64,19,19
89,53,19,28
262,175,19,21
113,214,19,9
89,259,19,10
127,254,19,567
239,214,19,8
79,171,19,45
3,252,19,34
57,53,19,274
249,254,19,45
265,81,19,7581
67,9,19,4
3,92,19,83
25,92,19,75
171,252,19,3162
237,9,19,34
230,175,19,34
234,81,19,61
183,254,19,804
8,92,19,18
97,259,19,22
100,254,19,126
122,254,19,9
231,92,19,264
28,254,19,29
185,16,19,41
160,92,19,392
179,16,19,50
263,254,19,90
55,171,19,7
140,53,19,95
263,16,19,13
230,81,19,97
170,259,19,107
75,9,19,64
73,9,19,885
257,92,19,3
226,73,19,271
139,254,19,30
86,254,19,13
98,171,19,746
75,259,19,295
244,64,19,14
45,252,19,41
37,16,19,43
46,81,19,43
121,259,19,18
129,252,19,621
129,92,19,1911
205,15,19,25
237,92,19,112
137,92,19,571
186,259,19,154
229,92,19,52
215,259,19,13
135,192,19,1490
236,259,19,126
260,23,19,1
124,73,19,8
4,171,19,5
157,9,19,57
45,92,19,160
101,175,19,610
68,175,19,11
92,252,19,5217
28,81,19,12
228,254,19,10
80,92,19,129
73,171,19,1823
79,259,19,99
147,81,19,397
28,259,19,25
87,171,19,39
210,259,19,19
101,16,19,798
15,53,19,771
233,92,19,392
244,259,19,699
87,192,19,23
90,92,19,57
162,175,19,126
74,81,19,610
75,171,19,407
177,92,19,169
253,253,19,16
246,92,19,185
98,175,19,849
14,81,19,42
132,254,19,607
173,171,19,496
227,259,19,3
182,81,19,574
224,171,19,8
49,259,19,34
14,254,19,59
3,81,19,5137
116,81,19,199
130,259,19,87
220,92,19,62
168,254,19,1913
124,81,19,2
146,254,19,71
208,23,19,5
130,16,19,1192
241,81,19,1942
232,92,19,53
62,259,19,5
88,259,19,47
37,92,19,226
100,16,19,56
113,81,19,48
170,73,19,58
70,15,19,64
201,254,19,3
157,171,19,98
240,259,19,4414
254,252,19,10
89,92,19,42
64,73,19,341
252,16,19,1681
41,259,19,227
54,81,19,2
264,171,19,29
98,252,19,407
192,92,19,5381
191,81,19,30
87,92,19,130
91,92,19,25
18,259,19,1688
51,253,19,2
71,171,19,7
263,92,19,132
150,92,19,9
112,175,19,28
92,15,19,2402
131,171,19,176
121,171,19,753
38,254,19,7
11,171,19,21
130,64,19,232
107,171,19,197
68,64,19,2
79,9,19,27
71,64,19,4
215,92,19,288
160,15,19,92
170,252,19,149
68,171,19,49
31,254,19,340
69,259,19,1101
69,81,19,1220
42,254,19,1543
236,171,19,66
100,252,19,58
75,92,19,272
88,92,19,99
242,175,19,6
32,92,19,32
131,254,19,26
62,254,19,21
19,252,19,148
141,214,19,12
4,81,19,16
140,192,19,372
211,81,19,16
207,92,19,18
16,92,19,2483
220,81,19,678
196,175,19,59
252,253,19,17
265,192,19,1161
171,92,19,5995
256,254,19,27
82,92,19,2427
92,171,19,16145
192,171,19,1824
101,9,19,162
205,64,19,58
226,9,19,162
76,252,19,41
235,254,19,2081
102,92,19,157
265,259,19,17078
58,81,19,79
226,53,19,455
64,171,19,456
49,254,19,15
48,254,19,207
184,259,19,147
121,73,19,872
232,81,19,23
35,259,19,40
185,175,19,17
179,92,19,510
169,81,19,894
183,259,19,489
121,92,19,1768
252,192,19,748
90,81,19,37
161,92,19,574
215,81,19,40
252,92,19,3562
256,92,19,189
219,192,19,231
66,252,19,7
241,192,19,71
9,16,19,3180
77,254,19,13
31,81,19,176
9,9,19,3265
237,254,19,183
33,23,19,18
248,259,19,489
142,171,19,59
230,92,19,136
7,92,19,878
235,81,19,646
65,92,19,282
239,192,19,27
157,16,19,54
19,53,19,134
265,175,19,3017
175,171,19,1165
196,9,19,92
7,73,19,162
164,16,19,56
203,171,19,19
129,64,19,96
1,6,19,328
25,192,19,62
37,73,19,36
237,172,19,7
179,81,19,18
191,15,19,108
221,118,19,468
230,171,19,136
161,118,19,100
254,171,19,9
228,9,19,12
25,252,19,10
129,53,19,1568
147,252,19,5
85,81,19,5
253,192,19,14
233,252,19,96
99,23,19,119
142,92,19,241
74,192,19,81
184,252,19,3
86,192,19,12
1,214,19,333
250,53,19,11
1,192,19,30
155,172,19,13
227,6,19,170
181,15,19,11
158,9,19,3
3,16,19,9
244,252,19,136
42,175,19,9
1,99,19,9
262,53,19,13
246,53,19,37
26,9,19,5
133,254,19,6
13,172,19,16
15,192,19,290
135,254,19,63
125,92,19,86
152,252,19,18
1,9,19,31
125,118,19,12
180,252,19,10
254,53,19,12
228,118,19,50
84,118,19,453
21,92,19,20
26,192,19,9
150,118,19,14
160,192,19,419
181,53,19,37
253,53,19,118
186,64,19,13
142,23,19,10
183,73,19,9
228,73,19,11
1,172,19,324
202,192,19,12
211,92,19,32
217,53,19,14
226,23,19,4
228,171,19,54
21,259,19,3
35,172,19,36
195,92,19,41
235,171,19,7
174,214,19,2
70,6,19,2
239,118,19,4
185,15,19,17
213,53,19,87
159,53,19,60
244,53,19,72
55,6,19,43
219,16,19,181
56,214,19,5
67,252,19,6
51,64,19,25
163,15,19,33
36,259,19,53
177,175,19,41
65,15,19,33
125,175,19,3
80,81,19,38
148,64,19,10
35,118,19,2
180,175,19,3
243,73,19,5
146,9,19,250
208,171,19,48
161,6,19,39
177,172,19,1
102,73,19,33
139,252,19,8
33,6,19,12
38,64,19,10
132,259,19,616
249,53,19,57
238,175,19,24
185,171,19,131
89,254,19,27
265,214,19,243
231,172,19,19
237,53,19,103
246,192,19,23
11,118,19,120
146,16,19,74
212,16,19,8
234,9,19,36
187,99,19,5
203,175,19,20
37,15,19,15
39,6,19,3
233,6,19,27
47,64,19,1
79,172,19,4
231,73,19,51
246,175,19,14
208,16,19,34
242,73,19,22
106,172,19,5
213,252,19,78
69,15,19,44
33,16,19,27
156,99,19,33
195,16,19,4
255,175,19,21
171,118,19,4
123,23,19,29
144,15,19,10
186,171,19,49
233,175,19,35
164,6,19,9
129,175,19,161
113,53,19,8
160,171,19,89
234,64,19,24
182,9,19,7
28,15,19,57
229,53,19,30
57,16,19,12
225,73,19,10
207,73,19,4
218,15,19,17
36,254,19,75
138,9,19,1464
260,252,19,205
57,81,19,1
230,73,19,19
188,73,19,10
98,118,19,3
117,16,19,7
149,172,19,13
100,192,19,37
190,259,19,4
174,171,19,38
229,118,19,23
147,16,19,23
100,118,19,8
66,118,19,11
167,73,19,15
125,9,19,6
52,171,19,7
13,73,19,15
92,23,19,11
227,9,19,7
102,23,19,2
71,172,19,3
227,64,19,3
47,53,19,25
257,73,19,6
228,214,19,238
208,15,19,147
258,81,19,8
64,259,19,7
143,23,19,3
227,53,19,7
120,252,19,1
242,15,19,16
16,73,19,2235
94,53,19,19
35,53,19,41
93,81,19,33
117,15,19,5
31,15,19,2
149,92,19,8
84,214,19,292
203,16,19,177
19,73,19,54
52,6,19,35
235,92,19,14
141,6,19,39
126,252,19,70
258,16,19,52
20,16,19,42
117,73,19,4
264,15,19,11
179,171,19,234
87,252,19,38
70,64,19,38
66,64,19,3
96,81,19,1
238,73,19,10
83,259,19,5
70,172,19,1
123,172,19,22
220,16,19,3
233,118,19,56
152,53,19,44
69,172,19,1
158,254,19,22
213,16,19,21
138,81,19,582
43,16,19,11
213,9,19,12
148,259,19,26
84,99,19,21
107,73,19,20
52,254,19,1
47,252,19,40
256,15,19,4
181,259,19,14
231,214,19,19
67,171,19,11
215,118,19,1
246,23,19,18
78,15,19,13
88,172,19,5
44,99,19,27
1,175,19,21
45,73,19,23
261,214,19,97
91,15,19,1
135,9,19,568
210,92,19,13
114,171,19,9
188,252,19,14
244,171,19,49
117,214,19,2
11,192,19,4
159,9,19,42
170,214,19,55
177,252,19,79
183,252,19,27
42,171,19,21
188,64,19,6
202,171,19,11
218,214,19,3
239,252,19,7
149,23,19,9
125,171,19,26
135,15,19,177
178,175,19,4
230,192,19,26
67,214,19,68
262,252,19,13
219,252,19,27
41,16,19,16
228,53,19,8
102,192,19,75
100,171,19,44
181,6,19,56
77,6,19,20
15,253,19,4
245,99,19,10
113,15,19,5
260,171,19,376
65,172,19,35
61,214,19,23
10,171,19,70
21,6,19,52
244,6,19,37
54,92,19,2
25,214,19,106
218,175,19,33
28,73,19,304
231,192,19,64
102,254,19,14
261,192,19,31
262,9,19,3
50,92,19,105
223,15,19,178
121,252,19,417
28,53,19,192
185,73,19,16
86,53,19,143
237,118,19,66
39,171,19,15
79,15,19,19
57,252,19,18
218,254,19,9
160,64,19,11
181,252,19,12
5,99,19,28
183,16,19,148
131,9,19,386
117,259,19,13
28,6,19,3
236,64,19,23
83,9,19,53
233,9,19,31
155,171,19,6
230,214,19,15
93,9,19,137
97,53,19,62
1,73,19,31
164,92,19,217
13,81,19,26
65,252,19,29
87,15,19,20
150,6,19,26
167,252,19,26
211,259,19,23
65,53,19,45
101,81,19,12
144,23,19,24
220,15,19,6
,15,19,4
5,23,19,239
176,172,19,383
109,214,19,378
208,9,19,22
7,175,19,129
147,15,19,182
125,23,19,14
228,259,19,44
41,6,19,1
116,15,19,16
87,175,19,18
96,53,19,6
219,9,19,23
209,15,19,8
44,23,19,482
210,9,19,9
171,23,19,4
163,73,19,40
106,53,19,8
227,171,19,16
153,81,19,128
202,15,19,16
136,252,19,6
88,23,19,21
231,16,19,26
159,6,19,1
236,6,19,34
6,23,19,558
227,172,19,137
212,92,19,37
131,73,19,309
51,53,19,24
227,92,19,42
220,6,19,1
63,252,19,49
26,53,19,25
39,16,19,41
217,175,19,2
219,15,19,25
21,23,19,51
216,252,19,62
29,118,19,32
61,6,19,10
100,9,19,48
198,81,19,10
106,171,19,2
164,15,19,30
144,53,19,44
55,23,19,50
112,259,19,14
146,73,19,40
232,64,19,6
80,6,19,5
,6,19,2
261,15,19,17
164,9,19,44
3,23,19,3
153,16,19,12
82,253,19,9
237,6,19,16
38,53,19,9
80,175,19,11
198,175,19,54
177,9,19,15
151,23,19,8
102,15,19,39
108,172,19,9
167,175,19,57
70,175,19,48
256,172,19,12
67,172,19,30
92,259,19,25
248,16,19,7
236,15,19,41
50,73,19,25
177,73,19,11
149,254,19,5
6,81,19,1
7,15,19,227
51,252,19,131
198,64,19,30
173,9,19,115
246,252,19,39
162,53,19,72
22,214,19,145
201,9,19,6
243,252,19,18
19,15,19,43
10,64,19,17
47,16,19,14
169,16,19,40
70,9,19,64
29,23,19,19
128,259,19,105
78,53,19,13
26,6,19,55
146,118,19,15
102,9,19,39
71,192,19,7
148,23,19,9
67,99,19,1
,252,19,2
186,15,19,24
236,192,19,81
22,172,19,67
163,118,19,70
162,252,19,475
122,73,19,44
211,192,19,88
163,64,19,18
234,175,19,18
175,64,19,1499
220,252,19,7
160,9,19,32
62,16,19,2
31,252,19,1
96,252,19,4
205,252,19,46
123,53,19,7
138,214,19,68
14,214,19,625
252,64,19,305
231,9,19,20
84,172,19,195
81,64,19,57
231,53,19,69
150,171,19,2
14,64,19,12
230,6,19,15
1,118,19,848
57,192,19,29
145,23,19,7
157,254,19,8
